country,date,cases,deaths,uci,hospitalizations,cases_non_cum,deaths_non_cum,uci_non_cum,iso
Cyprus,2020-03-29,214,5,0,0,35,0,0,CYP
Cyprus,2020-03-30,230,7,0,0,16,2,0,CYP
Czechia,2020-03-01,3,0,0,0,3,0,0,CZE
Czechia,2020-03-02,3,0,0,0,0,0,0,CZE
Czechia,2020-03-03,5,0,0,0,2,0,0,CZE
Czechia,2020-03-04,8,0,0,0,3,0,0,CZE
Czechia,2020-03-05,12,0,0,0,4,0,0,CZE
Czechia,2020-03-06,18,0,0,0,6,0,0,CZE
Czechia,2020-03-07,19,0,0,0,1,0,0,CZE
Czechia,2020-03-08,31,0,0,0,12,0,0,CZE
Czechia,2020-03-09,31,0,0,0,0,0,0,CZE
Czechia,2020-03-10,41,0,0,0,10,0,0,CZE
Czechia,2020-03-11,91,0,0,0,50,0,0,CZE
Czechia,2020-03-12,94,0,0,0,3,0,0,CZE
Czechia,2020-03-13,141,0,0,0,47,0,0,CZE
Czechia,2020-03-14,189,0,0,0,48,0,0,CZE
Czechia,2020-03-15,253,0,0,0,64,0,0,CZE
Czechia,2020-03-16,298,0,0,0,45,0,0,CZE
Czechia,2020-03-17,396,0,0,0,98,0,0,CZE
Czechia,2020-03-18,464,0,0,0,68,0,0,CZE
Czechia,2020-03-19,694,0,0,0,230,0,0,CZE
Czechia,2020-03-20,833,0,0,0,139,0,0,CZE
Czechia,2020-03-21,995,0,0,0,162,0,0,CZE
Czechia,2020-03-22,1120,1,0,0,125,1,0,CZE
Czechia,2020-03-23,1236,1,0,0,116,0,0,CZE
Czechia,2020-03-24,1394,3,0,0,158,2,0,CZE
Czechia,2020-03-25,1654,6,0,0,260,3,0,CZE
Czechia,2020-03-26,1925,9,0,0,271,3,0,CZE
Czechia,2020-03-27,2279,9,0,0,354,0,0,CZE
Czechia,2020-03-28,2631,11,0,0,352,2,0,CZE
Czechia,2020-03-29,2817,16,0,0,186,5,0,CZE
Czechia,2020-03-30,3001,23,0,0,184,7,0,CZE
Denmark,2020-02-27,1,0,0,0,1,0,0,DNK
Denmark,2020-02-28,1,0,0,0,0,0,0,DNK
Denmark,2020-02-29,3,0,0,0,2,0,0,DNK
Denmark,2020-03-01,4,0,0,0,1,0,0,DNK
Denmark,2020-03-02,4,0,0,0,0,0,0,DNK
Denmark,2020-03-03,6,0,0,0,2,0,0,DNK
Denmark,2020-03-04,10,0,0,0,4,0,0,DNK
Denmark,2020-03-05,10,0,0,0,0,0,0,DNK
Denmark,2020-03-06,23,0,0,0,13,0,0,DNK
Denmark,2020-03-07,23,0,0,0,0,0,0,DNK
Denmark,2020-03-08,35,0,0,0,12,0,0,DNK
Denmark,2020-03-09,90,0,0,0,55,0,0,DNK
Denmark,2020-03-10,262,0,0,0,172,0,0,DNK
Denmark,2020-03-11,444,0,0,0,182,0,0,DNK
Denmark,2020-03-12,617,0,0,0,173,0,0,DNK
Denmark,2020-03-13,804,0,0,0,187,0,0,DNK
Denmark,2020-03-14,836,1,0,0,32,1,0,DNK
Denmark,2020-03-15,875,2,0,0,39,1,0,DNK
Denmark,2020-03-16,932,3,0,0,57,1,0,DNK
Denmark,2020-03-17,1024,4,0,0,92,1,0,DNK
Denmark,2020-03-18,1115,4,0,0,91,0,0,DNK
Denmark,2020-03-19,1225,6,0,0,110,2,0,DNK
Denmark,2020-03-20,1337,9,0,0,112,3,0,DNK
Denmark,2020-03-21,1420,13,0,0,83,4,0,DNK
Denmark,2020-03-22,1514,13,0,0,94,0,0,DNK
Denmark,2020-03-23,1572,24,0,0,58,11,0,DNK
Denmark,2020-03-24,1718,32,0,0,146,8,0,DNK
Denmark,2020-03-25,1862,34,0,0,144,2,0,DNK
Denmark,2020-03-26,2023,41,0,0,161,7,0,DNK
Denmark,2020-03-27,2200,52,0,0,177,11,0,DNK
Denmark,2020-03-28,2366,65,0,0,166,13,0,DNK
Denmark,2020-03-29,2564,72,0,0,198,7,0,DNK
Denmark,2020-03-30,2755,77,0,0,191,5,0,DNK
Diamond Princess,2020-03-25,712,10,0,0,712,10,0,NA
Diamond Princess,2020-03-26,712,10,0,0,0,0,0,NA
Diamond Princess,2020-03-27,712,10,0,0,0,0,0,NA
Diamond Princess,2020-03-28,712,10,0,0,0,0,0,NA
Diamond Princess,2020-03-29,712,10,0,0,0,0,0,NA
Diamond Princess,2020-03-30,712,10,0,0,0,0,0,NA
Djibouti,2020-03-18,1,0,0,0,1,0,0,DJI
Djibouti,2020-03-19,1,0,0,0,0,0,0,DJI
Djibouti,2020-03-20,1,0,0,0,0,0,0,DJI
Djibouti,2020-03-21,1,0,0,0,0,0,0,DJI
Djibouti,2020-03-22,1,0,0,0,0,0,0,DJI
Djibouti,2020-03-23,3,0,0,0,2,0,0,DJI
Djibouti,2020-03-24,3,0,0,0,0,0,0,DJI
Djibouti,2020-03-25,11,0,0,0,8,0,0,DJI
Djibouti,2020-03-26,11,0,0,0,0,0,0,DJI
Djibouti,2020-03-27,12,0,0,0,1,0,0,DJI
Djibouti,2020-03-28,14,0,0,0,2,0,0,DJI
Djibouti,2020-03-29,18,0,0,0,4,0,0,DJI
Djibouti,2020-03-30,18,0,0,0,0,0,0,DJI
Dominica,2020-03-22,1,0,0,0,1,0,0,DMA
Dominica,2020-03-23,2,0,0,0,1,0,0,DMA
Dominica,2020-03-24,2,0,0,0,0,0,0,DMA
Dominica,2020-03-25,7,0,0,0,5,0,0,DMA
Dominica,2020-03-26,11,0,0,0,4,0,0,DMA
Dominica,2020-03-27,11,0,0,0,0,0,0,DMA
Dominica,2020-03-28,11,0,0,0,0,0,0,DMA
Dominica,2020-03-29,11,0,0,0,0,0,0,DMA
Dominica,2020-03-30,11,0,0,0,0,0,0,DMA
Dominican Republic,2020-03-01,1,0,0,0,1,0,0,DOM
Dominican Republic,2020-03-02,1,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-03,1,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-04,1,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-05,1,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-06,2,0,0,0,1,0,0,DOM
Dominican Republic,2020-03-07,2,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-08,5,0,0,0,3,0,0,DOM
Dominican Republic,2020-03-09,5,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-10,5,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-11,5,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-12,5,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-13,5,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-14,11,0,0,0,6,0,0,DOM
Dominican Republic,2020-03-15,11,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-16,11,0,0,0,0,0,0,DOM
Dominican Republic,2020-03-17,21,1,0,0,10,1,0,DOM
Dominican Republic,2020-03-18,21,1,0,0,0,0,0,DOM
Dominican Republic,2020-03-19,34,2,0,0,13,1,0,DOM
Dominican Republic,2020-03-20,72,2,0,0,38,0,0,DOM
Dominican Republic,2020-03-21,112,2,0,0,40,0,0,DOM
Dominican Republic,2020-03-22,202,3,0,0,90,1,0,DOM
Dominican Republic,2020-03-23,245,3,0,0,43,0,0,DOM
Dominican Republic,2020-03-24,312,6,0,0,67,3,0,DOM
Dominican Republic,2020-03-25,392,10,0,0,80,4,0,DOM
Dominican Republic,2020-03-26,488,10,0,0,96,0,0,DOM
Dominican Republic,2020-03-27,581,20,0,0,93,10,0,DOM
Dominican Republic,2020-03-28,719,28,0,0,138,8,0,DOM
Dominican Republic,2020-03-29,859,39,0,0,140,11,0,DOM
Dominican Republic,2020-03-30,901,42,0,0,42,3,0,DOM
East Timor,2020-03-21,1,0,0,0,1,0,0,TLS
Ecuador,2020-03-01,6,0,0,0,6,0,0,ECU
Ecuador,2020-03-02,6,0,0,0,0,0,0,ECU
Ecuador,2020-03-03,7,0,0,0,1,0,0,ECU
Ecuador,2020-03-04,10,0,0,0,3,0,0,ECU
Ecuador,2020-03-05,13,0,0,0,3,0,0,ECU
Ecuador,2020-03-06,13,0,0,0,0,0,0,ECU
Ecuador,2020-03-07,13,0,0,0,0,0,0,ECU
Ecuador,2020-03-08,14,0,0,0,1,0,0,ECU
Ecuador,2020-03-09,15,0,0,0,1,0,0,ECU
Ecuador,2020-03-10,15,0,0,0,0,0,0,ECU
Ecuador,2020-03-11,17,0,0,0,2,0,0,ECU
Ecuador,2020-03-12,17,0,0,0,0,0,0,ECU
Ecuador,2020-03-13,17,0,0,0,0,0,0,ECU
Ecuador,2020-03-14,28,2,0,0,11,2,0,ECU
Ecuador,2020-03-15,28,2,0,0,0,0,0,ECU
Ecuador,2020-03-16,37,2,0,0,9,0,0,ECU
Ecuador,2020-03-17,58,2,0,0,21,0,0,ECU
Ecuador,2020-03-18,111,2,0,0,53,0,0,ECU
Ecuador,2020-03-19,199,3,0,0,88,1,0,ECU
Ecuador,2020-03-20,367,5,0,0,168,2,0,ECU
Ecuador,2020-03-21,506,7,0,0,139,2,0,ECU
Ecuador,2020-03-22,789,14,0,0,283,7,0,ECU
Ecuador,2020-03-23,981,18,0,0,192,4,0,ECU
Ecuador,2020-03-24,1082,27,0,0,101,9,0,ECU
Ecuador,2020-03-25,1173,28,0,0,91,1,0,ECU
Ecuador,2020-03-26,1403,34,0,0,230,6,0,ECU
Ecuador,2020-03-27,1595,36,0,0,192,2,0,ECU
Ecuador,2020-03-28,1823,48,0,0,228,12,0,ECU
Ecuador,2020-03-29,1924,58,0,0,101,10,0,ECU
Ecuador,2020-03-30,1962,60,0,0,38,2,0,ECU
Egypt,2020-02-14,1,0,0,0,1,0,0,EGY
Egypt,2020-02-15,1,0,0,0,0,0,0,EGY
Egypt,2020-02-16,1,0,0,0,0,0,0,EGY
Egypt,2020-02-17,1,0,0,0,0,0,0,EGY
Egypt,2020-02-18,1,0,0,0,0,0,0,EGY
Egypt,2020-02-19,1,0,0,0,0,0,0,EGY
Egypt,2020-02-20,1,0,0,0,0,0,0,EGY
Egypt,2020-02-21,1,0,0,0,0,0,0,EGY
Egypt,2020-02-22,1,0,0,0,0,0,0,EGY
Egypt,2020-02-23,1,0,0,0,0,0,0,EGY
Egypt,2020-02-24,1,0,0,0,0,0,0,EGY
Egypt,2020-02-25,1,0,0,0,0,0,0,EGY
Egypt,2020-02-26,1,0,0,0,0,0,0,EGY
Egypt,2020-02-27,1,0,0,0,0,0,0,EGY
Egypt,2020-02-28,1,0,0,0,0,0,0,EGY
Egypt,2020-02-29,1,0,0,0,0,0,0,EGY
Egypt,2020-03-01,2,0,0,0,1,0,0,EGY
Egypt,2020-03-02,2,0,0,0,0,0,0,EGY
Egypt,2020-03-03,2,0,0,0,0,0,0,EGY
Egypt,2020-03-04,2,0,0,0,0,0,0,EGY
Egypt,2020-03-05,3,0,0,0,1,0,0,EGY
Egypt,2020-03-06,15,0,0,0,12,0,0,EGY
Egypt,2020-03-07,15,0,0,0,0,0,0,EGY
Egypt,2020-03-08,49,1,0,0,34,1,0,EGY
Egypt,2020-03-09,55,1,0,0,6,0,0,EGY
Egypt,2020-03-10,59,1,0,0,4,0,0,EGY
Egypt,2020-03-11,60,1,0,0,1,0,0,EGY
Egypt,2020-03-12,67,1,0,0,7,0,0,EGY
Egypt,2020-03-13,80,2,0,0,13,1,0,EGY
Egypt,2020-03-14,109,2,0,0,29,0,0,EGY
Egypt,2020-03-15,110,2,0,0,1,0,0,EGY
Egypt,2020-03-16,150,2,0,0,40,0,0,EGY
Egypt,2020-03-17,196,4,0,0,46,2,0,EGY
Egypt,2020-03-18,196,6,0,0,0,2,0,EGY
Egypt,2020-03-19,256,6,0,0,60,0,0,EGY
Egypt,2020-03-20,285,8,0,0,29,2,0,EGY
Egypt,2020-03-21,294,10,0,0,9,2,0,EGY
Egypt,2020-03-22,327,14,0,0,33,4,0,EGY
Egypt,2020-03-23,366,19,0,0,39,5,0,EGY
Egypt,2020-03-24,402,20,0,0,36,1,0,EGY
Egypt,2020-03-25,456,21,0,0,54,1,0,EGY
Egypt,2020-03-26,495,24,0,0,39,3,0,EGY
Egypt,2020-03-27,536,30,0,0,41,6,0,EGY
Egypt,2020-03-28,576,36,0,0,40,6,0,EGY
Egypt,2020-03-29,609,40,0,0,33,4,0,EGY
Egypt,2020-03-30,656,41,0,0,47,1,0,EGY
El Salvador,2020-03-19,1,0,0,0,1,0,0,SLV
El Salvador,2020-03-20,1,0,0,0,0,0,0,SLV
El Salvador,2020-03-21,3,0,0,0,2,0,0,SLV
El Salvador,2020-03-22,3,0,0,0,0,0,0,SLV
El Salvador,2020-03-23,3,0,0,0,0,0,0,SLV
El Salvador,2020-03-24,5,0,0,0,2,0,0,SLV
El Salvador,2020-03-25,9,0,0,0,4,0,0,SLV
El Salvador,2020-03-26,13,0,0,0,4,0,0,SLV
El Salvador,2020-03-27,13,0,0,0,0,0,0,SLV
El Salvador,2020-03-28,19,0,0,0,6,0,0,SLV
El Salvador,2020-03-29,24,0,0,0,5,0,0,SLV
El Salvador,2020-03-30,30,0,0,0,6,0,0,SLV
Equatorial Guinea,2020-03-15,1,0,0,0,1,0,0,GNQ
Equatorial Guinea,2020-03-16,1,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-17,1,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-18,4,0,0,0,3,0,0,GNQ
Equatorial Guinea,2020-03-19,6,0,0,0,2,0,0,GNQ
Equatorial Guinea,2020-03-20,6,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-21,6,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-22,6,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-23,9,0,0,0,3,0,0,GNQ
Equatorial Guinea,2020-03-24,9,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-25,9,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-26,12,0,0,0,3,0,0,GNQ
Equatorial Guinea,2020-03-27,12,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-28,12,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-29,12,0,0,0,0,0,0,GNQ
Equatorial Guinea,2020-03-30,12,0,0,0,0,0,0,GNQ
Eritrea,2020-03-21,1,0,0,0,1,0,0,ERI
Eritrea,2020-03-22,1,0,0,0,0,0,0,ERI
Eritrea,2020-03-23,1,0,0,0,0,0,0,ERI
Eritrea,2020-03-24,1,0,0,0,0,0,0,ERI
Eritrea,2020-03-25,4,0,0,0,3,0,0,ERI
Eritrea,2020-03-26,6,0,0,0,2,0,0,ERI
Eritrea,2020-03-27,6,0,0,0,0,0,0,ERI
Eritrea,2020-03-28,6,0,0,0,0,0,0,ERI
Eritrea,2020-03-29,12,0,0,0,6,0,0,ERI
Eritrea,2020-03-30,12,0,0,0,0,0,0,ERI
Estonia,2020-02-27,1,0,0,0,1,0,0,EST
Estonia,2020-02-28,1,0,0,0,0,0,0,EST
Estonia,2020-02-29,1,0,0,0,0,0,0,EST
Estonia,2020-03-01,1,0,0,0,0,0,0,EST
Estonia,2020-03-02,1,0,0,0,0,0,0,EST
Estonia,2020-03-03,2,0,0,0,1,0,0,EST
Estonia,2020-03-04,2,0,0,0,0,0,0,EST
Estonia,2020-03-05,3,0,0,0,1,0,0,EST
Estonia,2020-03-06,10,0,0,0,7,0,0,EST
Estonia,2020-03-07,10,0,0,0,0,0,0,EST
Estonia,2020-03-08,10,0,0,0,0,0,0,EST
Estonia,2020-03-09,10,0,0,0,0,0,0,EST
Estonia,2020-03-10,12,0,0,0,2,0,0,EST
Estonia,2020-03-11,16,0,0,0,4,0,0,EST
Estonia,2020-03-12,16,0,0,0,0,0,0,EST
Estonia,2020-03-13,79,0,0,0,63,0,0,EST
Estonia,2020-03-14,115,0,0,0,36,0,0,EST
Estonia,2020-03-15,171,0,0,0,56,0,0,EST
Estonia,2020-03-16,205,0,0,0,34,0,0,EST
Estonia,2020-03-17,225,0,0,0,20,0,0,EST
Estonia,2020-03-18,258,0,0,0,33,0,0,EST
Estonia,2020-03-19,267,0,0,0,9,0,0,EST
Estonia,2020-03-20,283,0,0,0,16,0,0,EST
Estonia,2020-03-21,306,0,0,0,23,0,0,EST
Estonia,2020-03-22,326,0,0,0,20,0,0,EST
Estonia,2020-03-23,352,0,0,0,26,0,0,EST
Estonia,2020-03-24,369,0,0,0,17,0,0,EST
Estonia,2020-03-25,404,1,0,0,35,1,0,EST
Estonia,2020-03-26,538,1,0,0,134,0,0,EST
Estonia,2020-03-27,575,1,0,0,37,0,0,EST
Estonia,2020-03-28,645,1,0,0,70,0,0,EST
Estonia,2020-03-29,679,3,0,0,34,2,0,EST
Estonia,2020-03-30,715,3,0,0,36,0,0,EST
Eswatini,2020-03-14,1,0,0,0,1,0,0,NA
Eswatini,2020-03-15,1,0,0,0,0,0,0,NA
Eswatini,2020-03-16,1,0,0,0,0,0,0,NA
Eswatini,2020-03-17,1,0,0,0,0,0,0,NA
Eswatini,2020-03-18,1,0,0,0,0,0,0,NA
Eswatini,2020-03-19,1,0,0,0,0,0,0,NA
Eswatini,2020-03-20,1,0,0,0,0,0,0,NA
Eswatini,2020-03-21,1,0,0,0,0,0,0,NA
Eswatini,2020-03-22,4,0,0,0,3,0,0,NA
Eswatini,2020-03-23,4,0,0,0,0,0,0,NA
Eswatini,2020-03-24,4,0,0,0,0,0,0,NA
Eswatini,2020-03-25,4,0,0,0,0,0,0,NA
Eswatini,2020-03-26,6,0,0,0,2,0,0,NA
Eswatini,2020-03-27,9,0,0,0,3,0,0,NA
Eswatini,2020-03-28,9,0,0,0,0,0,0,NA
Eswatini,2020-03-29,9,0,0,0,0,0,0,NA
Eswatini,2020-03-30,9,0,0,0,0,0,0,NA
Ethiopia,2020-03-13,1,0,0,0,1,0,0,ETH
Ethiopia,2020-03-14,1,0,0,0,0,0,0,ETH
Ethiopia,2020-03-15,1,0,0,0,0,0,0,ETH
Ethiopia,2020-03-16,5,0,0,0,4,0,0,ETH
Ethiopia,2020-03-17,5,0,0,0,0,0,0,ETH
Ethiopia,2020-03-18,6,0,0,0,1,0,0,ETH
Ethiopia,2020-03-19,6,0,0,0,0,0,0,ETH
Ethiopia,2020-03-20,9,0,0,0,3,0,0,ETH
Ethiopia,2020-03-21,9,0,0,0,0,0,0,ETH
Ethiopia,2020-03-22,11,0,0,0,2,0,0,ETH
Ethiopia,2020-03-23,11,0,0,0,0,0,0,ETH
Ethiopia,2020-03-24,12,0,0,0,1,0,0,ETH
Ethiopia,2020-03-25,12,0,0,0,0,0,0,ETH
Ethiopia,2020-03-26,12,0,0,0,0,0,0,ETH
Ethiopia,2020-03-27,16,0,0,0,4,0,0,ETH
Ethiopia,2020-03-28,16,0,0,0,0,0,0,ETH
Ethiopia,2020-03-29,21,0,0,0,5,0,0,ETH
Ethiopia,2020-03-30,23,0,0,0,2,0,0,ETH
Faroe Islands,2020-03-04,1,0,0,0,1,0,0,FRO
Faroe Islands,2020-03-05,1,0,0,0,0,0,0,FRO
Faroe Islands,2020-03-06,1,0,0,0,0,0,0,FRO
Faroe Islands,2020-03-07,1,0,0,0,0,0,0,FRO
Faroe Islands,2020-03-08,2,0,0,0,1,0,0,FRO
Faroe Islands,2020-03-09,2,0,0,0,0,0,0,FRO
Faroe Islands,2020-03-10,2,0,0,0,0,0,0,FRO
Fiji,2020-03-19,1,0,0,0,1,0,0,FJI
Fiji,2020-03-20,1,0,0,0,0,0,0,FJI
Fiji,2020-03-21,1,0,0,0,0,0,0,FJI
Fiji,2020-03-22,2,0,0,0,1,0,0,FJI
Fiji,2020-03-23,3,0,0,0,1,0,0,FJI
Fiji,2020-03-24,4,0,0,0,1,0,0,FJI
Fiji,2020-03-25,5,0,0,0,1,0,0,FJI
Fiji,2020-03-26,5,0,0,0,0,0,0,FJI
Fiji,2020-03-27,5,0,0,0,0,0,0,FJI
Fiji,2020-03-28,5,0,0,0,0,0,0,FJI
Fiji,2020-03-29,5,0,0,0,0,0,0,FJI
Fiji,2020-03-30,5,0,0,0,0,0,0,FJI
Finland,2020-01-29,1,0,0,0,1,0,0,FIN
Finland,2020-01-30,1,0,0,0,0,0,0,FIN
Finland,2020-01-31,1,0,0,0,0,0,0,FIN
Finland,2020-02-01,1,0,0,0,0,0,0,FIN
Finland,2020-02-02,1,0,0,0,0,0,0,FIN
Finland,2020-02-03,1,0,0,0,0,0,0,FIN
Finland,2020-02-04,1,0,0,0,0,0,0,FIN
Finland,2020-02-05,1,0,0,0,0,0,0,FIN
Finland,2020-02-06,1,0,0,0,0,0,0,FIN
Finland,2020-02-07,1,0,0,0,0,0,0,FIN
Finland,2020-02-08,1,0,0,0,0,0,0,FIN
Finland,2020-02-09,1,0,0,0,0,0,0,FIN
Finland,2020-02-10,1,0,0,0,0,0,0,FIN
Finland,2020-02-11,1,0,0,0,0,0,0,FIN
Finland,2020-02-12,1,0,0,0,0,0,0,FIN
Finland,2020-02-13,1,0,0,0,0,0,0,FIN
Finland,2020-02-14,1,0,0,0,0,0,0,FIN
Finland,2020-02-15,1,0,0,0,0,0,0,FIN
Finland,2020-02-16,1,0,0,0,0,0,0,FIN
Finland,2020-02-17,1,0,0,0,0,0,0,FIN
Finland,2020-02-18,1,0,0,0,0,0,0,FIN
Finland,2020-02-19,1,0,0,0,0,0,0,FIN
Finland,2020-02-20,1,0,0,0,0,0,0,FIN
Finland,2020-02-21,1,0,0,0,0,0,0,FIN
Finland,2020-02-22,1,0,0,0,0,0,0,FIN
Finland,2020-02-23,1,0,0,0,0,0,0,FIN
Finland,2020-02-24,1,0,0,0,0,0,0,FIN
Finland,2020-02-25,1,0,0,0,0,0,0,FIN
Finland,2020-02-26,2,0,0,0,1,0,0,FIN
Finland,2020-02-27,2,0,0,0,0,0,0,FIN
Finland,2020-02-28,2,0,0,0,0,0,0,FIN
Finland,2020-02-29,3,0,0,0,1,0,0,FIN
Finland,2020-03-01,6,0,0,0,3,0,0,FIN
Finland,2020-03-02,6,0,0,0,0,0,0,FIN
Finland,2020-03-03,6,0,0,0,0,0,0,FIN
Finland,2020-03-04,6,0,0,0,0,0,0,FIN
Finland,2020-03-05,12,0,0,0,6,0,0,FIN
Finland,2020-03-06,15,0,0,0,3,0,0,FIN
Finland,2020-03-07,15,0,0,0,0,0,0,FIN
Finland,2020-03-08,23,0,0,0,8,0,0,FIN
Finland,2020-03-09,30,0,0,0,7,0,0,FIN
Finland,2020-03-10,40,0,0,0,10,0,0,FIN
Finland,2020-03-11,59,0,0,0,19,0,0,FIN
Finland,2020-03-12,59,0,0,0,0,0,0,FIN
Finland,2020-03-13,155,0,0,0,96,0,0,FIN
Finland,2020-03-14,225,0,0,0,70,0,0,FIN
Finland,2020-03-15,244,0,0,0,19,0,0,FIN
Finland,2020-03-16,277,0,0,0,33,0,0,FIN
Finland,2020-03-17,321,0,0,0,44,0,0,FIN
Finland,2020-03-18,336,0,0,0,15,0,0,FIN
Finland,2020-03-19,400,0,0,0,64,0,0,FIN
Finland,2020-03-20,450,0,0,0,50,0,0,FIN
Finland,2020-03-21,523,1,0,0,73,1,0,FIN
Finland,2020-03-22,626,1,0,0,103,0,0,FIN
Finland,2020-03-23,700,1,0,0,74,0,0,FIN
Finland,2020-03-24,792,1,0,0,92,0,0,FIN
Finland,2020-03-25,880,3,0,0,88,2,0,FIN
Finland,2020-03-26,958,5,0,0,78,2,0,FIN
Finland,2020-03-27,1041,7,0,0,83,2,0,FIN
Finland,2020-03-28,1167,9,0,0,126,2,0,FIN
Finland,2020-03-29,1240,11,0,0,73,2,0,FIN
Finland,2020-03-30,1352,13,0,0,112,2,0,FIN
France,2020-01-24,3,0,0,0,3,0,0,FRA
France,2020-01-25,3,0,0,0,0,0,0,FRA
France,2020-01-26,3,0,0,0,0,0,0,FRA
France,2020-01-27,3,0,0,0,0,0,0,FRA
France,2020-01-28,4,0,0,0,1,0,0,FRA
France,2020-01-29,5,0,0,0,1,0,0,FRA
France,2020-01-30,6,0,0,0,1,0,0,FRA
France,2020-01-31,6,0,0,0,0,0,0,FRA
France,2020-02-01,6,0,0,0,0,0,0,FRA
France,2020-02-02,6,0,0,0,0,0,0,FRA
France,2020-02-03,6,0,0,0,0,0,0,FRA
France,2020-02-04,6,0,0,0,0,0,0,FRA
France,2020-02-05,6,0,0,0,0,0,0,FRA
France,2020-02-06,6,0,0,0,0,0,0,FRA
France,2020-02-07,6,0,0,0,0,0,0,FRA
France,2020-02-08,11,0,0,0,5,0,0,FRA
France,2020-02-09,11,0,0,0,0,0,0,FRA
France,2020-02-10,11,0,0,0,0,0,0,FRA
France,2020-02-11,11,0,0,0,0,0,0,FRA
France,2020-02-12,11,0,0,0,0,0,0,FRA
France,2020-02-13,11,0,0,0,0,0,0,FRA
France,2020-02-14,11,1,0,0,0,1,0,FRA
France,2020-02-15,12,1,0,0,1,0,0,FRA
France,2020-02-16,12,1,0,0,0,0,0,FRA
France,2020-02-17,12,1,0,0,0,0,0,FRA
France,2020-02-18,12,1,0,0,0,0,0,FRA
France,2020-02-19,12,1,0,0,0,0,0,FRA
France,2020-02-20,12,1,0,0,0,0,0,FRA
France,2020-02-21,12,1,0,0,0,0,0,FRA
France,2020-02-22,12,1,0,0,0,0,0,FRA
France,2020-02-23,12,1,0,0,0,0,0,FRA
France,2020-02-24,12,1,0,0,0,0,0,FRA
France,2020-02-25,14,1,0,0,2,0,0,FRA
France,2020-02-26,18,3,0,0,4,2,0,FRA
France,2020-02-27,38,3,0,0,20,0,0,FRA
France,2020-02-28,46,3,0,0,8,0,0,FRA
France,2020-02-29,45,3,0,0,-1,0,0,FRA
France,2020-03-01,70,3,0,0,25,0,0,FRA
France,2020-03-02,191,3,0,0,121,0,0,FRA
France,2020-03-03,212,4,0,0,21,1,0,FRA
France,2020-03-04,285,4,0,0,73,0,0,FRA
France,2020-03-05,423,7,0,0,138,3,0,FRA
France,2020-03-06,613,7,0,0,190,0,0,FRA
France,2020-03-07,949,14,0,0,336,7,0,FRA
France,2020-03-08,1202,16,0,0,253,2,0,FRA
France,2020-03-09,1374,30,0,0,172,14,0,FRA
France,2020-03-10,1800,32,0,0,426,2,0,FRA
France,2020-03-11,2280,20,0,0,480,-12,0,FRA
France,2020-03-12,2880,44,0,0,600,24,0,FRA
France,2020-03-13,3694,79,0,0,814,35,0,FRA
France,2020-03-14,4491,88,0,0,797,9,0,FRA
France,2020-03-15,5438,89,0,0,947,1,0,FRA
France,2020-03-16,6645,138,0,0,1207,49,0,FRA
France,2020-03-17,7723,170,0,0,1078,32,0,FRA
France,2020-03-18,9131,296,0,0,1408,126,0,FRA
France,2020-03-19,10995,389,0,0,1864,93,0,FRA
France,2020-03-20,12615,497,0,0,1620,108,0,FRA
France,2020-03-21,14464,596,0,0,1849,99,0,FRA
France,2020-03-22,16696,706,0,0,2232,110,0,FRA
France,2020-03-23,19885,911,0,0,3189,205,0,FRA
France,2020-03-24,22327,1121,0,0,2442,210,0,FRA
France,2020-03-25,25281,1403,0,0,2954,282,0,FRA
France,2020-03-26,7368,1704,0,0,-17913,301,0,FRA
France,2020-03-27,1933,1995,0,0,-5435,291,0,FRA
France,2020-03-28,296,2314,0,0,-1637,319,0,FRA
France,2020-03-29,1277,2606,0,0,981,292,0,FRA
France,2020-03-30,0,3024,0,0,-1277,418,0,FRA
French Guiana,2020-03-07,5,0,0,0,5,0,0,GUF
French Guiana,2020-03-08,5,0,0,0,0,0,0,GUF
French Guiana,2020-03-09,5,0,0,0,0,0,0,GUF
French Guiana,2020-03-10,5,0,0,0,0,0,0,GUF
French Guiana,2020-03-11,5,0,0,0,0,0,0,GUF
French Guiana,2020-03-12,5,0,0,0,0,0,0,GUF
French Guiana,2020-03-13,5,0,0,0,0,0,0,GUF
